Restaurant,State,City,Zip-Code,Phone,Address,Longitude,Latitude,Source
A & W Family Restaurant,MI,Mason,48854,517-676-4344,"628 N Cedar St Mason, MI, 48854",-84.456994,42.58866,https://www.menuism.com/restaurants/a-w-family-restaurant-mason-612529
A & W Family Restaurant,MI,Mayfield,49666,616-352-9021,"133 Cypress St Mayfield, MI, 49666",-86.318556,44.245454,https://www.menuism.com/restaurants/a-w-family-restaurant-mayfield-707857
A & W Family Restaurant,MI,Menominee,49858,906-864-3066,"3730 10th St Menominee, MI, 49858",-87.61249,45.132649,https://www.menuism.com/restaurants/a-w-family-restaurant-menominee-677178
A & W Family Restaurant,MI,Michigan Center,49203,517-764-7839,"4061 Page Ave Michigan Center, MI, 49203",-84.3434259,42.237137,https://www.menuism.com/restaurants/a-w-family-restaurant-michigan-center-614327
A & W Family Restaurant,MI,Midland,48640,989-839-8466,"3420 Isabella St Midland, MI, 48640",-84.289461,43.612196,https://www.menuism.com/restaurants/a-w-family-restaurant-midland-619135
A & W Family Restaurant,MI,Mount Pleasant,48858,989-775-5803,"2428 S Leaton Rd Mount Pleasant, MI, 48858",-84.70781,43.60504,https://www.menuism.com/restaurants/a-w-family-restaurant-mount-pleasant-628616
A & W Family Restaurant,MI,Novi,48377-3418,248-305-8694,"27500 Novi Rd Novi, MI, 48377-3418",-83.470823,42.492287,https://www.menuism.com/restaurants/a-w-family-restaurant-novi-613277
A & W Family Restaurant,MI,Okemos,48864-1705,517-347-7774,"1982 W Grand River Ave Okemos, MI, 48864-1705",-84.42172,42.721102,https://www.menuism.com/restaurants/a-w-family-restaurant-okemos-510816
A & W Family Restaurant,MI,Ortonville,48462-8636,248-627-2670,"470 South St Ortonville, MI, 48462-8636",-83.448187,42.8449,https://www.menuism.com/restaurants/a-w-family-restaurant-ortonville-357318
A & W Family Restaurant,MI,Paw Paw,49079,269-657-9981,"715 S Kalamazoo St Paw Paw, MI, 49079",-85.8913225,42.2127136,https://www.menuism.com/restaurants/a-w-family-restaurant-paw-paw-687277
A & W Family Restaurant,MI,Rochester Hills,48309-2223,248-852-5444,"1500 Gracedale Dr Rochester Hills, MI, 48309-2223",-83.159583,42.674337,https://www.menuism.com/restaurants/a-w-family-restaurant-rochester-hills-356875
A & W Family Restaurant,MI,Rockford,49341,616-863-4940,"169 Marcell Dr Ne Rockford, MI, 49341",-85.5458,43.116838,https://www.menuism.com/restaurants/a-w-family-restaurant-rockford-598074
A & W Family Restaurant,MI,Saginaw,48609,517-781-3700,"8130 Gratiot Rd Saginaw, MI, 48609",-84.0737345,43.4160015,https://www.menuism.com/restaurants/a-w-family-restaurant-saginaw-665197
A & W Family Restaurant,MI,South Lyon,48178-1453,248-446-3000,"513 S Lafayette St South Lyon, MI, 48178-1453",-83.6511016,42.4561226,https://www.menuism.com/restaurants/a-w-family-restaurant-south-lyon-359570
A & W Family Restaurant,MI,Southfield,48075-5018,248-569-9069,"21500 Northwestern Nbsd Southfield, MI, 48075-5018",-83.208777,42.450468,https://www.menuism.com/restaurants/a-w-family-restaurant-southfield-350498
A & W Family Restaurant,MI,Standish,48658,989-846-6390,"302 S Main Standish, MI, 48658",-83.9597314,43.9797518,https://www.menuism.com/restaurants/a-w-family-restaurant-standish-116584
A & W Family Restaurant,MI,Sterling Heights,48313-1320,586-247-0392,"14000 Lakeside Cir Sterling Heights, MI, 48313-1320",-82.986003,42.625363,https://www.menuism.com/restaurants/a-w-family-restaurant-sterling-heights-356467
A & W Family Restaurant,MI,Troy,48083-4218,248-589-7997,"350 W 14 Mile Rd Troy, MI, 48083-4218",-83.1095125,42.5342521,https://www.menuism.com/restaurants/a-w-family-restaurant-troy-352455
A & W Family Restaurant,MI,Warren,48091-5404,586-756-9000,"22901 Mound Rd Warren, MI, 48091-5404",-83.045565,42.462055,https://www.menuism.com/restaurants/a-w-family-restaurant-warren-348226
A & W Family Restaurant,MI,Waterford,48329-3525,248-673-2030,"4790 Dixie Hwy Waterford, MI, 48329-3525",-83.384084,42.689251,https://www.menuism.com/restaurants/a-w-family-restaurant-waterford-600601
A & W Family Restaurant,MI,Westland,48185-6223,734-421-9980,"35000 Warren Rd Westland, MI, 48185-6223",-83.387457,42.340046,https://www.menuism.com/restaurants/a-w-family-restaurant-westland-351111
A & W Family Restaurant,MI,Yale,48097,810-387-4052,"208 N Main St Yale, MI, 48097",-82.798504,43.132898,https://www.menuism.com/restaurants/a-w-family-restaurant-yale-639450
A & W Family Restaurant,MN,Albany,56307,320-845-4646,"310 8th St S Albany, MN, 56307",-94.5742967,45.6300897,https://www.menuism.com/restaurants/a-w-family-restaurant-albany-644116
A & W Family Restaurant,MN,Alexandria,56308,320-763-5540,"401 N Nokomis St Alexandria, MN, 56308",-95.366574,45.894532,https://www.menuism.com/restaurants/a-w-family-restaurant-alexandria-635676
A & W Family Restaurant,MN,Aurora,55705,218-229-2240,"103 Main St S Aurora, MN, 55705",-92.237584,47.526002,https://www.menuism.com/restaurants/a-w-family-restaurant-aurora-637704
A & W Family Restaurant,MN,Big Lake,55309,763-263-2899,"U.S. 10 Big Lake, MN, 55309",-93.7549884,45.3326267,https://www.menuism.com/restaurants/a-w-family-restaurant-big-lake-613759
A & W Family Restaurant,MN,Bloomington,55425-5527,952-858-8436,"376 South Ave Bloomington, MN, 55425-5527",-93.242596,44.853563,https://www.menuism.com/restaurants/a-w-family-restaurant-bloomington-350422
A & W Family Restaurant,MN,Brainerd,56401-6822,218-824-7867,"18198 Mn-371 Brainerd, MN, 56401-6822",-94.285318,46.413514,https://www.menuism.com/restaurants/a-w-family-restaurant-brainerd-250345
A & W Family Restaurant,MN,Coon Rapids,55448,763-576-1265,"12759 Riverdale Blvd Nw Coon Rapids, MN, 55448",-93.35651,45.20111,https://www.menuism.com/restaurants/a-w-family-restaurant-coon-rapids-504143
A & W Family Restaurant,MN,Edina,55435-7081,952-927-4157,"3940 Southdale Ctr Edina, MN, 55435-7081",-93.322556,44.879593,https://www.menuism.com/restaurants/a-w-family-restaurant-edina-348069
A & W Family Restaurant,MN,Faribault,55021-4617,507-334-9379,"404 Wilson Ave Faribault, MN, 55021-4617",-93.2914744,44.2945895,https://www.menuism.com/restaurants/a-w-family-restaurant-faribault-350993
A & W Family Restaurant,MN,Fosston,56542,218-435-6999,"506 1st St W Fosston, MN, 56542",-95.756938,47.578533,https://www.menuism.com/restaurants/a-w-family-restaurant-fosston-627751
A & W Family Restaurant,MN,Fridley,55432-3011,763-571-1760,"7429 E River Rd Fridley, MN, 55432-3011",-93.271454,45.102786,https://www.menuism.com/restaurants/a-w-family-restaurant-fridley-349354
A & W Family Restaurant,MN,Glenwood,56334,320-634-4320,"1205 Minnesota 28 Glenwood, MN, 56334",-95.4134701,45.6564024,https://www.menuism.com/restaurants/a-w-family-restaurant-glenwood-775861
A & W Family Restaurant,MN,Glenwood,56334-8820,320-634-4320,"1099 Mn-28 Glenwood, MN, 56334-8820",-95.40749,45.654813,https://www.menuism.com/restaurants/a-w-family-restaurant-glenwood-247305
A & W Family Restaurant,MN,Grand Rapids,55744,218-328-7980,"1002 S Pokegama Ave Grand Rapids, MN, 55744",-93.528545,47.221053,https://www.menuism.com/restaurants/a-w-family-restaurant-grand-rapids-663964
A & W Family Restaurant,MN,Hayfield,55940,507-477-3056,"720 2nd St Nw Hayfield, MN, 55940",-92.858285,43.892527,https://www.menuism.com/restaurants/a-w-family-restaurant-hayfield-639804
A & W Family Restaurant,MN,Inver Grove Heights,55076,651-552-7701,"9061 Buchanon Trl Inver Grove Heights, MN, 55076",-93.042631,44.818781,https://www.menuism.com/restaurants/a-w-family-restaurant-inver-grove-heights-626722
A & W Family Restaurant,MN,Litchfield,55355,320-693-8520,"E Frontage Rd Litchfield, MN, 55355",-94.5048927,45.1213652,https://www.menuism.com/restaurants/a-w-family-restaurant-litchfield-660583
A & W Family Restaurant,MN,Mankato,56001,507-387-7668,"1850 Adams St Mankato, MN, 56001",-93.9523677,44.1704974,https://www.menuism.com/restaurants/a-w-family-restaurant-mankato-682251
A & W Family Restaurant,MN,Maplewood,55119-3822,651-578-0556,"749 N Century Ave Maplewood, MN, 55119-3822",-92.9847616,44.9634965,https://www.menuism.com/restaurants/a-w-family-restaurant-maplewood-352554
A & W Family Restaurant,MN,Northfield,55057-4724,507-645-6082,"8051 Bagley Ave Northfield, MN, 55057-4724",-93.2932599,44.4739308,https://www.menuism.com/restaurants/a-w-family-restaurant-northfield-352909
A & W Family Restaurant,MN,Park Rapids,56470,218-732-3551,"16015 Dakota Shores Dr Park Rapids, MN, 56470",-94.99199,46.89317,https://www.menuism.com/restaurants/a-w-family-restaurant-park-rapids-615579
A & W Family Restaurant,MN,Park Rapids,56470,218-732-3551,"1004 Park Ave S Park Rapids, MN, 56470",-95.0583364,46.9129667,https://www.menuism.com/restaurants/a-w-family-restaurant-park-rapids-270499
A & W Family Restaurant,MN,Pine City,55063,320-629-3955,"820 Main St S Pine City, MN, 55063",-92.970187,45.820858,https://www.menuism.com/restaurants/a-w-family-restaurant-pine-city-289210
A & W Family Restaurant,MN,Pine Island,55963,507-356-2221,"703 N Main St Pine Island, MN, 55963",-92.646013,44.210465,https://www.menuism.com/restaurants/a-w-family-restaurant-pine-island-648548
A & W Family Restaurant,MN,Rochester,55902,507-288-1248,"1200 12th St Sw Rochester, MN, 55902",-92.4804897,44.0043312,https://www.menuism.com/restaurants/a-w-family-restaurant-rochester-641941
A & W Family Restaurant,MN,Rosemount,55068,651-423-2330,"15010 Claret Ave W Rosemount, MN, 55068",-93.14124,44.731438,https://www.menuism.com/restaurants/a-w-family-restaurant-rosemount-629225
A & W Family Restaurant,MN,Roseville,55113-2232,651-484-5133,"3006 Rice St Roseville, MN, 55113-2232",-93.148322,45.02146,https://www.menuism.com/restaurants/a-w-family-restaurant-roseville-347526
A & W Family Restaurant,MN,Sartell,56377,320-240-6844,"230 Pine Cone Rd Sartell, MN, 56377",-94.216887,45.630207,https://www.menuism.com/restaurants/a-w-family-restaurant-sartell-681128
A & W Family Restaurant,MN,Savage,55378,952-440-1511,"14165 Mn Highway 13 S Savage, MN, 55378",-93.378618,44.747292,https://www.menuism.com/restaurants/a-w-family-restaurant-savage-351411
A & W Family Restaurant,MN,Spring Valley,55975,507-346-7486,"730 N Broadway St Spring Valley, MN, 55975",-92.397079,43.696609,https://www.menuism.com/restaurants/a-w-family-restaurant-spring-valley-679441
A & W Family Restaurant,MN,St Charles,55972,507-932-4267,"518 W 6th St St Charles, MN, 55972",-92.071508,43.972051,https://www.menuism.com/restaurants/a-w-family-restaurant-st-charles-634540
A & W Family Restaurant,MN,St Paul,55113,651-636-4101,"1595 Highway 36 W St Paul, MN, 55113",-93.104599,45.006327,https://www.menuism.com/restaurants/a-w-family-restaurant-st-paul-654327
A & W Family Restaurant,MN,St Paul,55124,952-431-5414,"7641 150th St W St Paul, MN, 55124",-93.219566,44.732051,https://www.menuism.com/restaurants/a-w-family-restaurant-st-paul-675559
A & W Family Restaurant,MN,Stillwater,55082,651-430-2768,"5920 Neal Ave N Stillwater, MN, 55082",-92.845874,45.034404,https://www.menuism.com/restaurants/a-w-family-restaurant-stillwater-683127
A & W Family Restaurant,MO,Ballwin,63011,636-256-3445,"15698 Manchester Rd Ballwin, MO, 63011",-90.5777,38.5922,https://www.menuism.com/restaurants/a-w-family-restaurant-ballwin-669111
A & W Family Restaurant,MO,Belton,64012,816-322-8070,"1112 E North Ave Belton, MO, 64012",-94.5169,38.8138,https://www.menuism.com/restaurants/a-w-family-restaurant-belton-624125
A & W Family Restaurant,MO,Bolivar,65613,417-326-6619,"2117 S Springfield Ave Bolivar, MO, 65613",-93.4022876,37.5940388,https://www.menuism.com/restaurants/a-w-family-restaurant-bolivar-77428
A & W Family Restaurant,MO,Boonville,65233,660-882-7407,"320 W Ashley Rd Boonville, MO, 65233",-92.7537634,38.9638069,https://www.menuism.com/restaurants/a-w-family-restaurant-boonville-369623
A & W Family Restaurant,MO,Branson,65616,417-348-0734,"1000 Pat Nash Dr Branson, MO, 65616",-93.280266,36.645384,https://www.menuism.com/restaurants/a-w-family-restaurant-branson-611025
A & W Family Restaurant,MO,Branson,65616,417-337-7112,"300 Tanger Blvd Branson, MO, 65616",-93.264432,36.643578,https://www.menuism.com/restaurants/a-w-family-restaurant-branson-650774
A & W Family Restaurant,MO,Bridgeton,63044,314-344-9999,"12294 Saint Charles Rock Rd Bridgeton, MO, 63044",-90.427824,38.752527,https://www.menuism.com/restaurants/a-w-family-restaurant-bridgeton-639643
A & W Family Restaurant,MO,Farmington,63640,573-756-1000,"788 Maple Valley Dr Farmington, MO, 63640",-90.4372,37.7926,https://www.menuism.com/restaurants/a-w-family-restaurant-farmington-667819
A & W Family Restaurant,MO,Fulton,65251,573-642-0321,"1505 N Bluff St Fulton, MO, 65251",-91.9439718,38.8610966,https://www.menuism.com/restaurants/a-w-family-restaurant-fulton-330432
A & W Family Restaurant,MO,Independence,64055,816-358-9733,"11211 E Us Highway 40 Independence, MO, 64055",-94.446917,39.048626,https://www.menuism.com/restaurants/a-w-family-restaurant-independence-653404
A & W Family Restaurant,MO,Kansas City,64117,816-454-1216,"5018 Ne Parvin Rd Kansas City, MO, 64117",-94.521254,39.16702,https://www.menuism.com/restaurants/a-w-family-restaurant-kansas-city-646562
A & W Family Restaurant,MO,Kansas City,64118-2576,816-468-4454,"7017 N Oak Trfy Kansas City, MO, 64118-2576",-94.576076,39.222274,https://www.menuism.com/restaurants/a-w-family-restaurant-kansas-city-603656
A & W Family Restaurant,MO,Kansas City,64133,816-737-0200,"9103 E 39th St Kansas City, MO, 64133",-94.471688,39.052399,https://www.menuism.com/restaurants/a-w-family-restaurant-kansas-city-677991
A & W Family Restaurant,MO,Kansas City,64137-1260,816-761-1997,"4800 E Bannister Rd Kansas City, MO, 64137-1260",-94.533478,38.953539,https://www.menuism.com/restaurants/a-w-family-restaurant-kansas-city-654242
A & W Family Restaurant,MO,Kansas City,64152,816-746-4710,"6860 Nw 83rd Ter Kansas City, MO, 64152",-94.660436,39.245652,https://www.menuism.com/restaurants/a-w-family-restaurant-kansas-city-661030
A & W Family Restaurant,MO,Lebanon,65536,417-532-7300,"300 S Jefferson Ave Lebanon, MO, 65536",-92.661557,37.678946,https://www.menuism.com/restaurants/a-w-family-restaurant-lebanon-351503
A & W Family Restaurant,MO,Liberty,64068-2024,816-781-3990,"1175 Elizabeth St Liberty, MO, 64068-2024",-94.440909,39.24242,https://www.menuism.com/restaurants/a-w-family-restaurant-liberty-662763
A & W Family Restaurant,MO,Lowry City,64763,417-644-7850,"303 S Highway 13 Lowry City, MO, 64763",-93.717615,38.140074,https://www.menuism.com/restaurants/a-w-family-restaurant-lowry-city-36133
A & W Family Restaurant,MO,Marshfield,65706,417-859-2945,"Banning St Marshfield, MO, 65706",-92.9250767,37.3467818,https://www.menuism.com/restaurants/a-w-family-restaurant-marshfield-660700
A & W Family Restaurant,MO,Poplar Bluff,63901,573-785-1750,"2108 N Westwood Blvd Poplar Bluff, MO, 63901",-90.4224534,36.7770895,https://www.menuism.com/restaurants/a-w-family-restaurant-poplar-bluff-606917
A & W Family Restaurant,MO,Reeds Spring,65737,417-272-9372,"U.S. 160 Reeds Spring, MO, 65737",-93.3356395,36.7601722,https://www.menuism.com/restaurants/a-w-family-restaurant-reeds-spring-621573
A & W Family Restaurant,MO,Sedalia,65301,660-826-0880,"922 S Limit Ave Sedalia, MO, 65301",-93.2503788,38.7039267,https://www.menuism.com/restaurants/a-w-family-restaurant-sedalia-387791
A & W Family Restaurant,MO,Sikeston,63801,573-471-8237,"1130 S Main St Sikeston, MO, 63801",-89.581534,36.865783,https://www.menuism.com/restaurants/a-w-family-restaurant-sikeston-601803
A & W Family Restaurant,MO,Springfield,65804,417-882-9373,"2237 E Sunshine St Springfield, MO, 65804",-93.25256,37.181363,https://www.menuism.com/restaurants/a-w-family-restaurant-springfield-54647
A & W Family Restaurant,MO,St Charles,63301,636-724-1440,"1901 N 2nd St St Charles, MO, 63301",-90.47504,38.796009,https://www.menuism.com/restaurants/a-w-family-restaurant-st-charles-612232
A & W Family Restaurant,MO,St Charles,63304,636-922-3330,"1650 Jungermann Rd St Charles, MO, 63304",-90.5887,38.7496,https://www.menuism.com/restaurants/a-w-family-restaurant-st-charles-658159
A & W Family Restaurant,MO,St Louis,63103-2208,314-421-0553,"1820 Market St St Louis, MO, 63103-2208",-90.206929,38.629306,https://www.menuism.com/restaurants/a-w-family-restaurant-st-louis-668982
A & W Family Restaurant,MO,Union,63084,636-583-2290,"N Washington Ave Union, MO, 63084",-91.0092767,38.4475119,https://www.menuism.com/restaurants/a-w-family-restaurant-union-669743
A & W Family Restaurant,MO,Wentzville,63385,636-327-6992,"1009 E Pearce Blvd Wentzville, MO, 63385",-90.8453,38.813385,https://www.menuism.com/restaurants/a-w-family-restaurant-wentzville-625561
A & W Family Restaurant,MS,Greenville,38703-9418,662-334-3020,"1825 Highway 1 N Greenville, MS, 38703-9418",-91.060644,33.346173,https://www.menuism.com/restaurants/a-w-family-restaurant-greenville-304167
A & W Family Restaurant,MS,Meridian,39301,601-483-1188,"1601 S Frontage Rd Meridian, MS, 39301",-88.6867065,32.3559772,https://www.menuism.com/restaurants/a-w-family-restaurant-meridian-266784
A & W Family Restaurant,MS,West Point,39773,662-494-1018,"709 Country Oaks Ln West Point, MS, 39773",-88.66799,33.672947,https://www.menuism.com/restaurants/a-w-family-restaurant-west-point-624085
A & W Family Restaurant,MT,Billings,59101,406-259-2547,"2816 Old Hardin Rd Billings, MT, 59101",-108.4221208,45.8093482,https://www.menuism.com/restaurants/a-w-family-restaurant-billings-672089
A & W Family Restaurant,MT,Bozeman,59718-3648,406-587-0716,"1550 N 19th Ave Bozeman, MT, 59718-3648",-111.062401,45.695679,https://www.menuism.com/restaurants/a-w-family-restaurant-bozeman-661726
A & W Family Restaurant,MT,Butte,59701-3640,406-494-3535,"3099 Harrison Ave Butte, MT, 59701-3640",-112.508209,45.98019,https://www.menuism.com/restaurants/a-w-family-restaurant-butte-678963
A & W Family Restaurant,MT,Columbia Falls,59912,406-892-5793,"7320 Us Hwy 2 E Columbia Falls, MT, 59912",-114.04265,48.424374,https://www.menuism.com/restaurants/a-w-family-restaurant-columbia-falls-503245
A & W Family Restaurant,MT,Columbia Falls,59912,406-892-5793,"1103 Columbia Mountain Rd Columbia Falls, MT, 59912",-114.137344,48.36361,https://www.menuism.com/restaurants/a-w-family-restaurant-columbia-falls-670823
A & W Family Restaurant,MT,Conrad,59425,406-278-7843,"600 S Main St Conrad, MT, 59425",-111.948436,48.16646,https://www.menuism.com/restaurants/a-w-family-restaurant-conrad-684780
A & W Family Restaurant,MT,Deer Lodge,59722,406-846-1360,"209 Main St Deer Lodge, MT, 59722",-112.735055,46.401304,https://www.menuism.com/restaurants/a-w-family-restaurant-deer-lodge-677788
A & W Family Restaurant,MT,Great Falls,59404,406-761-7710,"317 Central Ave W Great Falls, MT, 59404",-111.317042,47.50781,https://www.menuism.com/restaurants/a-w-family-restaurant-great-falls-685423
A & W Family Restaurant,MT,Hamilton,59840,406-363-4210,"1345 N 1st St Hamilton, MT, 59840",-114.157536,46.258793,https://www.menuism.com/restaurants/a-w-family-restaurant-hamilton-627405
A & W Family Restaurant,MT,Missoula,59801-8290,406-543-6601,"3306 Brooks St Missoula, MT, 59801-8290",-114.02993,46.840542,https://www.menuism.com/restaurants/a-w-family-restaurant-missoula-677283
A & W Family Restaurant,MT,Polson,59860,406-883-0321,"U.S. 93 Polson, MT, 59860",-114.1461791,47.6927842,https://www.menuism.com/restaurants/a-w-family-restaurant-polson-622359
A & W Family Restaurant,MT,Roundup,59072,406-323-1901,"919 Main St Roundup, MT, 59072",-108.541918,46.450588,https://www.menuism.com/restaurants/a-w-family-restaurant-roundup-628992
A & W Family Restaurant,MT,Roundup,59072,406-323-1901,"905 1st St W Roundup, MT, 59072",-108.543833,46.450103,https://www.menuism.com/restaurants/a-w-family-restaurant-roundup-651998
A & W Family Restaurant,MT,Roundup,59072,406-323-1901,"925 Main St Roundup, MT, 59072",-108.542398,46.450812,https://www.menuism.com/restaurants/a-w-family-restaurant-roundup-683445
A & W Family Restaurant,MT,Townsend,59644,406-266-3814,"512 N Front St Townsend, MT, 59644",-111.524615,46.324001,https://www.menuism.com/restaurants/a-w-family-restaurant-townsend-612274
A & W Family Restaurant,NC,Apex,27523,919-303-7997,"1403 W Williams St Apex, NC, 27523",-78.87727,35.750153,https://www.menuism.com/restaurants/a-w-family-restaurant-apex-72391
A & W Family Restaurant,NC,Asheville,28803,828-258-2317,"800 Biltmore Ave Asheville, NC, 28803",-82.5449,35.5705,https://www.menuism.com/restaurants/a-w-family-restaurant-asheville-616941
A & W Family Restaurant,NC,Charlotte,28212,704-532-1975,"6052 E Independence Blvd Charlotte, NC, 28212",-80.752302,35.178178,https://www.menuism.com/restaurants/a-w-family-restaurant-charlotte-174409
A & W Family Restaurant,NC,Durham,27701-1115,919-416-4651,"1058 W Club Blvd Durham, NC, 27701-1115",-78.911675,36.017874,https://www.menuism.com/restaurants/a-w-family-restaurant-durham-280555
A & W Family Restaurant,NC,Raleigh,27606-1937,919-833-0448,"3928 Western Blvd Raleigh, NC, 27606-1937",-78.6927965,35.7843436,https://www.menuism.com/restaurants/a-w-family-restaurant-raleigh-145513
A & W Family Restaurant,NC,Raleigh,27609,919-836-1381,"651 E Six Forks Rd Raleigh, NC, 27609",-78.621951,35.820016,https://www.menuism.com/restaurants/a-w-family-restaurant-raleigh-678217
A & W Family Restaurant,ND,Bismarck,58503,701-355-3414,"N 14th St Bismarck, ND, 58503",-100.7705962,46.841938,https://www.menuism.com/restaurants/a-w-family-restaurant-bismarck-664190
A & W Family Restaurant,ND,Bismarck,58504,701-221-9779,"304 E Front Ave Bismarck, ND, 58504",-100.788,46.8042,https://www.menuism.com/restaurants/a-w-family-restaurant-bismarck-638164
A & W Family Restaurant,ND,Dickinson,58601,701-225-3838,"235 Osborn Dr Dickinson, ND, 58601",-102.7861895,46.8925881,https://www.menuism.com/restaurants/a-w-family-restaurant-dickinson-603099
A & W Family Restaurant,ND,Fargo,58103,701-232-0606,"2550 University Dr S Fargo, ND, 58103",-96.7986,46.8418,https://www.menuism.com/restaurants/a-w-family-restaurant-fargo-677502
A & W Family Restaurant,ND,Minot,58701,701-221-9779,"304 E Front Ave Minot, ND, 58701",-101.2882921,48.2347113,https://www.menuism.com/restaurants/a-w-family-restaurant-minot-170271
A & W Family Restaurant,ND,Minot,58701,701-852-1397,"3100 S Broadway Minot, ND, 58701",-101.2961169,48.2022861,https://www.menuism.com/restaurants/a-w-family-restaurant-minot-242164
A & W Family Restaurant,NE,Lexington,68850,308-324-2696,"700 N Washington St Lexington, NE, 68850",-99.74161,40.77091,https://www.menuism.com/restaurants/a-w-family-restaurant-lexington-646540
A & W Family Restaurant,NE,North Platte,69101,308-532-7950,"1315 S Dewey St North Platte, NE, 69101",-100.7628186,41.1224365,https://www.menuism.com/restaurants/a-w-family-restaurant-north-platte-92406
A & W Family Restaurant,NE,Ogallala,69153,308-284-6231,"1103 W 1st St Ogallala, NE, 69153",-101.731005,41.123052,https://www.menuism.com/restaurants/a-w-family-restaurant-ogallala-651184
A & W Family Restaurant,NH,Salem,03079-4305,603-893-6500,"481 S Broadway Salem, NH, 03079-4305",-71.201318,42.745756,https://www.menuism.com/restaurants/a-w-family-restaurant-salem-155496
A & W Family Restaurant,NJ,Bridgeton,08302-2871,856-455-7071,"29 E Broad St Bridgeton, NJ, 08302-2871",-75.233067,39.426946,https://www.menuism.com/restaurants/a-w-family-restaurant-bridgeton-111508
A & W Family Restaurant,NJ,Burlington,08016,609-386-2680,"Rt 130 & High St Burlington, NJ, 08016",-74.855408,40.07172,https://www.menuism.com/restaurants/a-w-family-restaurant-burlington-797800
A & W Family Restaurant,NJ,Burlington,08016,609-386-2680,"Us-130 & High St Burlington, NJ, 08016",-74.855087,40.070905,https://www.menuism.com/restaurants/a-w-family-restaurant-burlington-193002
A & W Family Restaurant,NJ,Gloucester City,08030,856-742-1819,"Rt 130 & Browing Road Gloucester City, NJ, 08030",-75.110573,39.882423,https://www.menuism.com/restaurants/a-w-family-restaurant-gloucester-city-803403
A & W Family Restaurant,NJ,Gloucester City,08030,856-742-1819,"Us-130 & Browning Rd Gloucester City, NJ, 08030",-75.114975,39.878179,https://www.menuism.com/restaurants/a-w-family-restaurant-gloucester-city-165291
A & W Family Restaurant,NJ,Newark,07114-3401,973-286-2450,"1 Newark Airport Newark, NJ, 07114-3401",-74.174184,40.73197,https://www.menuism.com/restaurants/a-w-family-restaurant-newark-96385
A & W Family Restaurant,NM,Alamogordo,88310,575-434-0330,"19 S White Sands Blvd Alamogordo, NM, 88310",-105.96,32.89,https://www.menuism.com/restaurants/a-w-family-restaurant-alamogordo-617783
A & W Family Restaurant,NM,Albuquerque,87105,505-873-0249,"3550 Isleta Blvd Sw Albuquerque, NM, 87105",-106.6808884,35.0249609,https://www.menuism.com/restaurants/a-w-family-restaurant-albuquerque-272772
A & W Family Restaurant,NM,Aztec,87410,505-334-9172,"908 W Aztec Blvd Aztec, NM, 87410",-108.002783,36.825921,https://www.menuism.com/restaurants/a-w-family-restaurant-aztec-627995
A & W Family Restaurant,NM,Belen,87002,505-864-4481,"1304 S Main St Belen, NM, 87002",-106.7804875,34.6440035,https://www.menuism.com/restaurants/a-w-family-restaurant-belen-253621
A & W Family Restaurant,NM,Carlsbad,88220,575-887-3677,"1227 W Pierce St Carlsbad, NM, 88220",-104.242,32.4358,https://www.menuism.com/restaurants/a-w-family-restaurant-carlsbad-664196
A & W Family Restaurant,NM,Rio Rancho,87124,505-994-0590,"1011 Rio Rancho Blvd Rio Rancho, NM, 87124",-106.6560401,35.2407976,https://www.menuism.com/restaurants/a-w-family-restaurant-rio-rancho-233779
A & W Family Restaurant,NV,Boulder City,89005,702-293-1200,"1200 Industrial Rd Boulder City, NV, 89005",-114.849915,35.977062,https://www.menuism.com/restaurants/a-w-family-restaurant-boulder-city-674200
A & W Family Restaurant,NV,Carson City,89701,775-888-9885,"111 Clearview Dr Carson City, NV, 89701",-119.770564,39.128422,https://www.menuism.com/restaurants/a-w-family-restaurant-carson-city-609464
A & W Family Restaurant,NV,Henderson,89015,702-567-5083,"680 E Horizon Dr Henderson, NV, 89015",-114.963832,36.011885,https://www.menuism.com/restaurants/a-w-family-restaurant-henderson-665107
A & W Family Restaurant,NV,Reno,89502,775-825-8646,"900 E Plumb Ln Reno, NV, 89502",-119.78791,39.505814,https://www.menuism.com/restaurants/a-w-family-restaurant-reno-509172
A & W Family Restaurant,NV,Reno,89521,775-853-2700,"65 Damonte Ranch Pkwy Reno, NV, 89521",-119.75549,39.41934,https://www.menuism.com/restaurants/a-w-family-restaurant-reno-685519
A & W Family Restaurant,NV,Winnemucca,89445,775-623-2588,"1130 W Winnemucca Blvd Winnemucca, NV, 89445",-117.74361,40.96483,https://www.menuism.com/restaurants/a-w-family-restaurant-winnemucca-620098
A & W Family Restaurant,NY,Auburn,13021,315-255-0410,"276 Grant Ave Auburn, NY, 13021",-76.5450315,42.9532155,https://www.menuism.com/restaurants/a-w-family-restaurant-auburn-387134
A & W Family Restaurant,NY,Binghamton,13905,607-797-9773,"341 Clinton St Binghamton, NY, 13905",-75.936745,42.11018,https://www.menuism.com/restaurants/a-w-family-restaurant-binghamton-532325
A & W Family Restaurant,NY,Cortland,13045,607-756-2021,"3925 Rt-281 Cortland, NY, 13045",-76.2055958,42.5965326,https://www.menuism.com/restaurants/a-w-family-restaurant-cortland-328379
